Name,SMILES,Flavor type,Data resource
butyric acid,CCCC(=O)O,"Sweet, Sour","Food Flavor Laboratory, Off-flavor, FlavorDB, AromaDB, PlantMolecularTasteDB, Flavornet, BitterSweet"
CID 23049752,CCCC(=O)O.O=CC(O)C(O)C(O)C(O)CO,Sweet,FlavorDB
Methyl butyrate,CCCC(=O)OC,Sweet,"Off-flavor, FlavorDB, Flavornet, BitterSweet"
alpha-Terpinyl butyrate,CCCC(=O)OC(C)(C)C1CC=C(C)CC1,Bitter,"BitterSweet, FlavorDB"
Isopropyl butyrate,CCCC(=O)OC(C)C,Sweet,"BitterSweet, Flavornet, FlavorDB"
2-Pentyl butyrate,CCCC(=O)OC(C)CCC,Sweet,"BitterSweet, FlavorDB"
Neryl butyrate,CCCC(=O)OC/C=C(/C)CCC=C(C)C,Sweet,BitterSweet
Geranyl butyrate,CCCC(=O)OC/C=C(\C)CCC=C(C)C,Sweet,"AromaDB, Flavornet, BitterSweet"
Cinnamyl butyrate,CCCC(=O)OC/C=C/c1ccccc1,Sweet,"AromaDB, BitterSweet"
Cyclohexyl butyrate,CCCC(=O)OC1CCCCC1,Sweet,"AromaDB, BitterSweet, FlavorDB"
ETHYL BUTYRATE,CCCC(=O)OCC,Sweet,"Food Flavor Laboratory, FlavorDB, Flavornet, BitterSweet"
Isobutyl butyrate,CCCC(=O)OCC(C)C,Sweet,"BitterSweet, FlavorDB"
3-Amino-3-{[1-(butanoyloxy)propan-2-yl]carbamoyl}propanoic acid,CCCC(=O)OCC(C)NC(=O)C(N)CC(=O)O,Sweet,"SweetenersDB, BitterSweet, ChemTasteDB"
3-Amino-3-{[1-(butanoyloxy)-3-hydroxypropan-2-yl]carbamoyl}propanoic acid,CCCC(=O)OCC(CO)NC(=O)C(N)CC(=O)O,Sweet,"SweetenersDB, BitterSweet, ChemTasteDB"
Tributyrin,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,Bitter,"ChemTasteDB, FlavorDB, Natural_TAS2R_agonists, BitterDB, BitterSweet"
3-Amino-3-{[3-(butanoyloxy)-1-methoxy-1-oxopropan-2-yl]carbamoyl}propanoic acid,CCCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(=O)OC,Sweet,"SweetenersDB, BitterSweet, ChemTasteDB"
3-Amino-3-{[1-(butanoyloxy)-3-methylbutan-2-yl]carbamoyl}propanoic acid,CCCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C,Sweet,ChemTasteDB
Tetrahydrofurfuryl butyrate,CCCC(=O)OCC1CCCO1,Sweet,"BitterSweet, FlavorDB"
103-61-7,CCCC(=O)OCC=Cc1ccccc1,Sweet,"BitterSweet, FlavorDB"
Isoamyl butyrate,CCCC(=O)OCCC(C)C,Sweet,"AromaDB, BitterSweet, FlavorDB"
Citronellyl butyrate,CCCC(=O)OCCC(C)CCC=C(C)C,Sweet,"FlavorDB, AromaDB, Flavornet, BitterSweet"
3-Amino-3-{[2-(butanoyloxy)ethyl]carbamoyl}propanoic acid,CCCC(=O)OCCNC(=O)C(N)CC(=O)O,Sweet,"SweetenersDB, BitterSweet, ChemTasteDB"
Phenethyl butyrate,CCCC(=O)OCCc1ccccc1,Sweet,"AromaDB, BitterSweet, FlavorDB"
Methylthiomethyl butyrate,CCCC(=O)OCSC,Sweet,"BitterSweet, FlavorDB"
benzyl butyrate,CCCC(=O)OCc1ccccc1,Sweet,"FlavorDB, AromaDB, PlantMolecularTasteDB, Flavornet, BitterSweet"
AC1NQTN8,CCCC(C(=O)NCC(=O)OC)N1C(=O)CC1C(=O)NC(Cc1ccccc1)C(=O)OC,Sweet,FlavorDB
CHEMBL193437,CCCC(C(=O)NCC1CCCCC1)N1C(=O)CC1C(=O)NC(Cc1ccccc1)C(=O)OC,Sweet,FlavorDB
Carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,Bitter,"BitterSweet, BitterDB, ChemTasteDB"
Meprobamate,CCCC(C)(COC(N)=O)COC(N)=O,Bitter,"BitterSweet, BitterDB, ChemTasteDB"
2-Pentanone,CCCC(C)=O,Sweet,"BitterSweet, Flavornet, FlavorDB"
Methyl 2-methylpentanoate,CCCC(C)C(=O)OC,Sweet,"BitterSweet, FlavorDB"
Pentobarbital sodium salt,CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O.[Na+],Bitter,"BitterSweet, BitterDB, ChemTasteDB"
2-Methylpentanal,CCCC(C)C=O,Sweet,"BitterSweet, FlavorDB"
Sodium N-(2-methylpentyl)sulfamate,CCCC(C)CNS(=O)(=O)[O-].[Na+],Sweet,ChemTasteDB
3-Amino-4-oxo-4-(pentan-2-ylamino)butanoic acid,CCCC(C)NC(=O)C(N)CC(=O)O,Tasteless,ChemTasteDB
Sodium N-(pentan-2-yl)sulfamate,CCCC(C)NS(=O)(=O)[O-].[Na+],Sweet,ChemTasteDB
3-Amino-3-{[3-oxo-3-(pentan-2-yloxy)propyl]carbamoyl}propanoic acid,CCCC(C)OC(=O)CCNC(=O)C(N)CC(=O)O,Sweet,"SweetenersDB, BitterSweet, ChemTasteDB"
1-Methylbutyl beta-D-galactopyranoside,CCCC(C)OC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
Methyl 3-acetoxyhexanoate,CCCC(CC(=O)OC)OC(C)=O,Sweet,BitterSweet
"Butanoic acid, 3-amino-4-[(1-ethylbutyl)amino]-4-oxo-",CCCC(CC)NC(=O)C(N)CC(=O)O,Bitter,ChemTasteDB
anisotropine methylbromide,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-],Bitter,PlantMolecularTasteDB
Valpromide,CCCC(CCC)C(N)=O,Bitter,"BitterSweet, BitterDB, ChemTasteDB"
"N-(heptan-4-yl)benzo[d][1,3] dioxole-5-carboxamide",CCCC(CCC)NC(=O)c1ccc2c(c1)OCO2,Umami,"ChemTasteDB, FlavorDB"
(6-methoxy-3-propylhexyl)benzene,CCCC(CCCOC)CCc1ccccc1,Bitter,"BitterSweet, ChemTasteDB"
3-(Methylthio)hexyl acetate,CCCC(CCOC(C)=O)SC,Sweet,"BitterSweet, FlavorDB"
3-{[1-(acetyloxy)pentan-2-yl]carbamoyl}-3-aminopropanoic acid,CCCC(COC(C)=O)NC(=O)C(N)CC(=O)O,Sweet,"SweetenersDB, BitterSweet, ChemTasteDB"
CID 14151464,CCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)OC,Sweet,FlavorDB
CID 22808894,CCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,Sweet,FlavorDB
SCHEMBL11571613,CCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O.Cl,Sweet,FlavorDB
ZINC4762530,CCCC(N)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
L-Norvaline,CCCC(N)C(=O)O,"Bitter, Sweet",ChemTasteDB
SCHEMBL5967075,CCCC(NC(=O)C(C)NC(=O)Cc1ccccc1)C(=O)OC,Sweet,FlavorDB
3-[(1-methoxy-1-oxopentan-2-yl)carbamoyl]-3-{[(4-nitrophenyl)carbamoyl]amino}propanoic acid,CCCC(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)OC,Sweet,ChemTasteDB
3-Amino-3-[(1-methoxy-1-oxopentan-2-yl)carbamoyl]propanoic acid,CCCC(NC(=O)C(N)CC(=O)O)C(=O)OC,Sweet,ChemTasteDB
3-Amino-3-{[1-oxo-1-(propan-2-yloxy)pentan-2-yl]carbamoyl}propanoic acid,CCCC(NC(=O)C(N)CC(=O)O)C(=O)OC(C)C,Sweet,"SweetenersDB, BitterSweet, ChemTasteDB"
CID 44244950,CCCC(NC(C)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
3-Amino-3-[(3-hydroxy-1-methoxy-1-oxohexan-2-yl)carbamoyl]propanoic acid,CCCC(O)C(NC(=O)C(N)CC(=O)O)C(=O)OC,Sweet,"BitterSweet, ChemTasteDB"
Methyl 3-hydroxyhexanoate,CCCC(O)CC(=O)OC,Sweet,"BitterSweet, FlavorDB"
Ethyl 3-hydroxyhexanoate,CCCC(O)CC(=O)OCC,Sweet,"BitterSweet, Flavornet, FlavorDB"
CID 22723684,CCCC(O)CO.OCC(O)C(O)C(O)CO,Sweet,FlavorDB
1-Phenyl-2-pentanol,CCCC(O)Cc1ccccc1,Sweet,"BitterSweet, FlavorDB"
3-mercapto-1-hexanol,CCCC(S)CCO,Sweet,"BitterSweet, Flavornet, FlavorDB"
3-Mercaptohexyl acetate,CCCC(S)CCOC(C)=O,Sweet,"Food Flavor Laboratory, FlavorDB, Flavornet, BitterSweet"
CID 42626778,CCCC.CCCCOC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
CID 19023902,CCCC.OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,Sweet,FlavorDB
(E)-Hept-2-enal,CCCC/C=C/C=O,Sweet,"Food Flavor Laboratory, Off-flavor, AromaDB, Flavornet, BitterSweet"
"(2E,4E,13Z)-N-isobutyl-octadeca-2,4,13-trienamide",CCCC/C=C\CCCCCCC/C=C/C=C/C(=O)NCC(C)C,Pungent,PlantMolecularTasteDB
"1-(eicosa-2E,4E,15Z-trienyl)pyrrolidine",CCCC/C=C\CCCCCCCCC/C=C/C=C/C(=O)N1CCCC1,Pungent,PlantMolecularTasteDB
"1-(eicosa-2E,4E,15Z-trienyl)piperidine",CCCC/C=C\CCCCCCCCC/C=C/C=C/C(=O)N1CCCCC1,Pungent,PlantMolecularTasteDB
"(2E,4E,15Z)-N-isobutyl-eicosa-2,4,15-trienamide",CCCC/C=C\CCCCCCCCC/C=C/C=C/C(=O)NCC(C)C,Pungent,PlantMolecularTasteDB
Acesulfame_potassium_CH3CH2CH2_CH3,CCCC1=C(C)OS(=O)(=O)NC1=O,Sweet,"SweetenersDB, BitterSweet, ChemTasteDB"
"Sodium 6-methyl-2,2,4-trioxo-5-propyl-3,4-dihydro-1,2lambda6,3-oxathiazin-3-ide",CCCC1=C(C)OS(=O)(=O)[N-]C1=O.[Na+],Sweet,ChemTasteDB
Clindamycin,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,Bitter,"BitterDB, ChemTasteDB"
Lincomycin hydrochloride,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1.Cl,Bitter,ChemTasteDB
Lincomycin Hydrochloride monohydrate,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1.Cl.O,Bitter,"BitterSweet, BitterDB"
gamma-Heptalactone,CCCC1CCC(=O)O1,Sweet,"BitterSweet, Flavornet, FlavorDB"
delta-Octanolactone,CCCC1CCCC(=O)O1,Sweet,"Food Flavor Laboratory, FlavorDB, Flavornet, BitterSweet"
coniine,CCCC1CCCCN1,Pungent,PlantMolecularTasteDB
CID 11010303,CCCC1COC2OC(CO)C(O)C(O)C2O1,Sweet,FlavorDB
SCHEMBL7150083,CCCC1OCC(O)C(C(O)C(C)O)O1,Sweet,FlavorDB
SCHEMBL7642300,CCCC1OCC(O)C(C(O)C(O)CO)O1,Sweet,FlavorDB
methyl hex-2-enoate,CCCC=CC(=O)OC,Sweet,"BitterSweet, FlavorDB"
herculin,CCCC=CCCCCC=CC(=O)NCC(C)C,Pungent,PlantMolecularTasteDB
E-2-hexen-1-ol,CCCC=CCO,Sweet,"FlavorDB, PlantMolecularTasteDB, Flavornet, BitterSweet"
CID 18695203,CCCC=O.O=C(CO)C(O)C(O)C(O)CO,Sweet,FlavorDB
"2,3-HEPTANEDIONE",CCCCC(=O)C(C)=O,Sweet,"BitterSweet, FlavorDB"
SCHEMBL7803782,CCCCC(=O)N1C(=O)c2ccccc2S1(=O)=O,Sweet,FlavorDB
SCHEMBL9486995,CCCCC(=O)NC(Cc1ccccc1)C(=O)OC,Sweet,FlavorDB
METHYL VALERATE,CCCCC(=O)OC,Sweet,"BitterSweet, FlavorDB"
Ethyl pentanoate,CCCCC(=O)OCC,Sweet,"BitterSweet, Flavornet, FlavorDB"
Isobutyl valerate,CCCCC(=O)OCC(C)C,Sweet,BitterSweet
3-Amino-3-{[1-(pentanoyloxy)propan-2-yl]carbamoyl}propanoic acid,CCCCC(=O)OCC(C)NC(=O)C(N)CC(=O)O,Sweet,"SweetenersDB, BitterSweet, ChemTasteDB"
Furfuryl pentanoate,CCCCC(=O)OCc1ccco1,Sweet,"BitterSweet, FlavorDB"
CID 16100574,CCCCC(C(=O)OC)N(C)C(=O)C(N)Cc1ccccc1,Sweet,FlavorDB
"3,5-Dichlorophenyl guanidineacetic acid derivative 8",CCCCC(C)NC(=Nc1cc(Cl)cc(Cl)c1)NCC(=O)O,Sweet,ChemTasteDB
4-Cyanophenyl guanidineacetic acid derivative 21,CCCCC(C)NC(=Nc1ccc(C#N)cc1)NCC(=O)O,Sweet,ChemTasteDB
"Butanoic acid, 3-amino-4-[(1-methylpentyl)amino]-4-oxo-",CCCCC(C)NC(=O)C(N)CC(=O)O,Sweet,"SweetenersDB, BitterSweet, ChemTasteDB"
2-Ethylhexan-1-ol,CCCCC(CC)CO,Sweet,"Off-flavor, FlavorDB, Flavornet, BitterSweet"
"Butanoic acid, 3-amino-4-[(1-ethylpentyl)amino]-4-oxo-",CCCCC(CC)NC(=O)C(N)CC(=O)O,Sweet,ChemTasteDB
MEGxp0_001479,CCCCC(CCC)OC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
CID 14542060,CCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,Sweet,FlavorDB
SCHEMBL11569232,CCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O.Cl,Sweet,FlavorDB
ZINC4763166,CCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
AKOS024324495,CCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)O.O,Sweet,FlavorDB
D-Norleucine,CCCCC(N)C(=O)O,"Bitter, Sweet","BitterSweet, BitterDB, ChemTasteDB"
3-[(1-methoxy-1-oxohexan-2-yl)carbamoyl]-3-{[(4-nitrophenyl)carbamoyl]amino}propanoic acid,CCCCC(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)OC,Sweet,ChemTasteDB
CID 19915339,CCCCC(NC(=O)C(CC(C)C)NC(=O)CCCc1ccccc1)C(=O)OC,Sweet,FlavorDB
CID 20449346,CCCCC(NC(=O)C(Cc1ccccc1)NC(=O)CN)C(=O)O,Sweet,FlavorDB
3-Amino-3-[(1-methoxy-1-oxohexan-2-yl)carbamoyl]propanoic acid,CCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC,Sweet,"SweetenersDB, BitterSweet, ChemTasteDB"
3-Amino-3-{[1-oxo-1-(propan-2-yloxy)hexan-2-yl]carbamoyl}propanoic acid,CCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC(C)C,Tasteless,ChemTasteDB
3-Amino-3-[(1-ethoxy-1-oxohexan-2-yl)carbamoyl]propanoic acid,CCCCC(NC(=O)C(N)CC(=O)O)C(=O)OCC,Sweet,ChemTasteDB
CID 11688487,CCCCC(NC(=O)C(N)Cc1ccccc1)C(=O)OC,Sweet,FlavorDB
CID 11688486,CCCCC(NC(=O)C(N)Cc1ccccc1)C(=O)OC.Cl,Sweet,FlavorDB
CID 10180447,CCCCC(NC(=O)CCN)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 10158253,CCCCC(NC(=O)CCN)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
AC1NM220,CCCCC(NC=O)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
f-NLP-ME,CCCCC(NC=O)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)OC,Sweet,FlavorDB
CID 21597313,CCCCC(O)C1OC(O)C(O)C(O)C1O,Sweet,FlavorDB
3-Heptanol,CCCCC(O)CC,Bitter,"ChemTasteDB, FlavorDB, BitterDB, Flavornet, BitterSweet"
1-phenylhexan-2-ol,CCCCC(O)Cc1ccccc1,Sweet,BitterSweet
Buxinol,CCCCC/C(=C\c1ccccc1)CO,Sweet,BitterSweet
2-Benzylideneheptanal,CCCCC/C(C=O)=C/c1ccccc1,Sweet,BitterSweet
Methyl trans-2-octenoate,CCCCC/C=C/C(=O)OC,Sweet,BitterSweet
ethyl trans-2-octenoate,CCCCC/C=C/C(=O)OCC,Sweet,"BitterSweet, Flavornet"
"2,4-Decadien-1-ol",CCCCC/C=C/C=C/CO,Sweet,"AromaDB, BitterSweet"
trans-2-Octenal,CCCCC/C=C/C=O,Sweet,"Food Flavor Laboratory, Off-flavor, Flavornet, BitterSweet"
Methyl 3-nonenoate,CCCCC/C=C/CC(=O)OC,Sweet,BitterSweet
(E)-2-(2-Octenyl)cyclopentanone,CCCCC/C=C/CC1CCCC1=O,Sweet,BitterSweet
trans-2-Octen-1-Ol,CCCCC/C=C/CO,Sweet,"BitterSweet, Off-flavor, Flavornet"
"2-Octen-1-ol, acetate",CCCCC/C=C/COC(C)=O,Sweet,BitterSweet
linoleic acid,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,Bitter,BitterSweet
3025-30-7,CCCCC/C=C\C=C\C(=O)OCC,Sweet,BitterSweet
"(2E,4E,12Z)-N-isobutyl-octadeca-2,4,12-trienamide",CCCCC/C=C\CCCCCC/C=C/C=C/C(=O)NCC(C)C,Pungent,PlantMolecularTasteDB
"1-(eicosa-2E,4E,14Z-trienyl)pyrrolidine",CCCCC/C=C\CCCCCCCC/C=C/C=C/C(=O)N1CCCC1,Pungent,PlantMolecularTasteDB
"1-(eicosa-2E,4E,14Z-trienyl)piperidine",CCCCC/C=C\CCCCCCCC/C=C/C=C/C(=O)N1CCCCC1,Pungent,PlantMolecularTasteDB
CID 22866745,CCCCC1(C2(OC3OC(CO)C(O)C(O)C3O)OC(CO)C(O)C2O)OO1,Sweet,FlavorDB
Butethal,CCCCC1(CC)C(=O)NC(=O)NC1=O,Bitter,"BitterSweet, BitterDB, ChemTasteDB"
Suxibuzone,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,Bitter,"BitterSweet, BitterDB, ChemTasteDB"
Phenylbutazone,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,Bitter,"BitterDB, ChemTasteDB"
104-50-7,CCCCC1CCC(=O)O1,Sweet,"Food Flavor Laboratory, FlavorDB, Flavornet, BitterSweet"
DELTA-NONALACTONE,CCCCC1CCCC(=O)O1,Sweet,"BitterSweet, Food Flavor Laboratory, FlavorDB"
Epsilon-decalactone,CCCCC1CCCCC(=O)O1,Sweet,"BitterSweet, FlavorDB"
CID 23248124,CCCCC1OC(OC)CC(O)C1O,Sweet,FlavorDB
Methyl 2-octynoate,CCCCCC#CC(=O)OC,Sweet,"BitterSweet, FlavorDB"
(1E)-1-phenyloct-1-en-3-yl acetate,CCCCCC(/C=C/c1ccccc1)OC(C)=O,Sweet,BitterSweet
"9S,10S-dihydroxy-13-oxo-11-octadecenoic acid",CCCCCC(=O)/C=C/C(O)C(O)CCCCCCCC(=O)O,"Bitter, Pungent",PlantMolecularTasteDB
3-Octanone,CCCCCC(=O)CC,Sweet,"FlavorDB, AromaDB, Flavornet, BitterSweet"
6-gingerdione,CCCCCC(=O)CC(=O)CCc1ccc(O)c(OC)c1,Pungent,PlantMolecularTasteDB
"Homoserine lactone, N-(3-oxooctanoyl)-L-",CCCCCC(=O)CC(=O)NC1CCOC1=O,Bitter,"BitterDB, ChemTasteDB"
Hexanoylsaccharin,CCCCCC(=O)N1C(=O)c2ccccc2S1(=O)=O,Sweet,FlavorDB
AC1PNTH2,CCCCCC(=O)N1CCNC(=O)C1CC(=O)OCCCc1ccccc1,Sweet,FlavorDB
methyl n-hexanoylphenylalaninate,CCCCCC(=O)NC(Cc1ccccc1)C(=O)OC,Sweet,FlavorDB
"Homoserine lactone, N-hexanoyl-L-",CCCCCC(=O)NC1CCOC1=O,Bitter,"BitterDB, ChemTasteDB"
caproic acid,CCCCCC(=O)O,"Sour, Pungent","Food Flavor Laboratory, Off-flavor, FlavorDB, AromaDB, PlantMolecularTasteDB, Flavornet"
Ethyl caproate,CCCCCC(=O)OCC,Sweet,"Food Flavor Laboratory, Off-flavor, FlavorDB, AromaDB, Flavornet, BitterSweet"
Isobutyl hexanoate,CCCCCC(=O)OCC(C)C,Sweet,"BitterSweet, FlavorDB"
PROPYL HEXANOATE,CCCCCC(=O)OCCC,Sweet,"BitterSweet, Flavornet, FlavorDB"
Isopentyl hexanoate,CCCCCC(=O)OCCC(C)C,Sweet,"BitterSweet, FlavorDB"
Butyl hexanoate,CCCCCC(=O)OCCCC,Sweet,"FlavorDB, AromaDB, Flavornet, BitterSweet"
2-Phenylethyl hexanoate,CCCCCC(=O)OCCc1ccccc1,Sweet,"AromaDB, BitterSweet, FlavorDB"
BENZYL HEXANOATE,CCCCCC(=O)OCc1ccccc1,Sweet,"AromaDB, BitterSweet, FlavorDB"
2-Hexanoylfuran,CCCCCC(=O)c1ccco1,Sweet,"BitterSweet, FlavorDB"
2-HEPTANONE,CCCCCC(C)=O,Sweet,"FlavorDB, AromaDB, Flavornet, BitterSweet"
3-Amino-3-[(3-methyloctan-2-yl)carbamoyl]propanoic acid,CCCCCC(C)C(C)NC(=O)C(N)CC(=O)O,Sweet,"SweetenersDB, BitterSweet, ChemTasteDB"
N-(1-methylhexyl)imidodisulfuric acid disodium salt,CCCCCC(C)N(S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],Sour,ChemTasteDB
3-Amino-3-[(heptan-2-yl)carbamoyl]propanoic acid,CCCCCC(C)NC(=O)C(N)CC(=O)O,Sweet,"SweetenersDB, BitterSweet, ChemTasteDB"
2-Heptanol,CCCCCC(C)O,Bitter,"ChemTasteDB, Food Flavor Laboratory, Off-flavor, FlavorDB, AromaDB, BitterDB, Flavornet, BitterSweet"
SCHEMBL5265728,CCCCCC(C)OC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
"13-Hydroperoxy-cis-9,trans-11-octadecadienoic acid",CCCCCC(C=CC=CCCCCCCCC(=O)O)OO,"Bitter, Pungent","PlantMolecularTasteDB, ChemTasteDB"
6-gingesulfonic acid,CCCCCC(CC(=O)CCc1ccc(O)c(OC)c1)S(=O)(=O)O,Pungent,PlantMolecularTasteDB
SCHEMBL332798,CCCCCC(CC)OC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
3-Amino-3-[(1-methoxy-1-oxoheptan-2-yl)carbamoyl]propanoic acid,CCCCCC(NC(=O)C(N)CC(=O)O)C(=O)OC,Sweet,"SweetenersDB, BitterSweet, ChemTasteDB"
CID 23574399,CCCCCC(O)(O)OC1OC(C)C(O)C(O)C1O,Sweet,FlavorDB
CID 23574396,CCCCCC(O)(O)OC1OCC(O)C(O)C1O,Sweet,FlavorDB
"12S,13S-dihydroxy-9-oxo-10-octadecenoic acid",CCCCCC(O)C(O)C=CC(=O)CCCCCCCC(=O)O,"Bitter, Pungent",PlantMolecularTasteDB
Pinellic acid,CCCCCC(O)C(O)C=CC(O)CCCCCCCC(=O)O,Bitter,"PlantMolecularTasteDB, BitterDB, ChemTasteDB"
(E)-4-hydroxy-2-nonenoic acid,CCCCCC(O)C=CC(=O)O,"Bitter, Pungent",PlantMolecularTasteDB
"9,10,13-Trihydroxy-trans-11-octadecenoic acid",CCCCCC(O)C=CC(O)C(O)CCCCCCCC(=O)O,"Bitter, Pungent","PlantMolecularTasteDB, ChemTasteDB"
"13-Hydroxy-cis-9, trans-11-octadecadienoic acid",CCCCCC(O)C=CC=CCCCCCCCC(=O)O,"Bitter, Pungent","PlantMolecularTasteDB, ChemTasteDB"
Gingerol,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1,Pungent,"PlantMolecularTasteDB, ChemTasteDB, FlavorDB"
dihydrogingerol,CCCCCC(O)CC(O)CCc1ccc(O)c(OC)c1,"Bitter, Pungent",PlantMolecularTasteDB
"1,3-Octanediol",CCCCCC(O)CCO,Bitter,BitterSweet
(R)-1-(beta-D-Glucopyranosyloxy)-3-octanol,CCCCCC(O)CCOC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
CID 23241243,CCCCCC(OCCF)OC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
CID 42626779,CCCCCC.CCOC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
Hexyl cinnamic aldehyde,CCCCCC/C(C=O)=C\c1ccccc1,Sweet,BitterSweet
Methyl 2-nonenoate,CCCCCC/C=C\C(=O)OC,Sweet,BitterSweet
Dihydrojasmone,CCCCCC1=C(C)CCC1=O,Sweet,"AromaDB, BitterSweet, FlavorDB"
Hedione,CCCCCC1C(=O)CCC1CC(=O)OC,Sweet,"BitterSweet, FlavorDB"
Massoia lactone,CCCCCC1CC=CC(=O)O1,Sweet,"BitterSweet, Flavornet, FlavorDB"
DELTA-DECALACTONE,CCCCCC1CCCC(=O)O1,Sweet,"Food Flavor Laboratory, FlavorDB, Flavornet, BitterSweet"
CID 21671858,CCCCCC1OC(O)C(O)C(O)C1O,Sweet,FlavorDB
"4-Methyl-2-pentyl-1,3-dioxolane",CCCCCC1OCC(C)O1,Sweet,"BitterSweet, FlavorDB"
CID 22215514,CCCCCC1OCC(O)C(C(O)C(O)CO)O1,Sweet,FlavorDB
AC1LB8JT,CCCCCC1OCC2OC(O)C(O)C(O)C2O1,Sweet,FlavorDB
AC1LB6OH,CCCCCC1OCC2OC(OC)C(O)C(O)C2O1,Sweet,FlavorDB
Shogaol,CCCCCC=CC(=O)CCc1ccc(O)c(OC)c1,Pungent,"PlantMolecularTasteDB, ChemTasteDB"
achilleamide,CCCCCC=CC=CC(=O)N1CCCCC1,"Bitter, Pungent",PlantMolecularTasteDB
trans-Pellitorine,CCCCCC=CC=CC(=O)NCC(C)C,Pungent,"PlantMolecularTasteDB, ChemTasteDB, PhytoMolecularTasteDB, FlavorDB"
"9-Hydroxy-trans-10,cis-12-octadecadienoic acid",CCCCCC=CC=CC(O)CCCCCCCC(=O)O,"Bitter, Pungent","PlantMolecularTasteDB, ChemTasteDB"
Methyl 3-nonenoate,CCCCCC=CCC(=O)OC,Sweet,"BitterSweet, FlavorDB"
Arachidonic acid,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,Bitter,"PlantMolecularTasteDB, ChemTasteDB"
γ-Linolenic acid,CCCCCC=CCC=CCC=CCCCCC(=O)O,"Bitter, Pungent","PlantMolecularTasteDB, ChemTasteDB"
"1-Acetoxy-2-hydroxy-4-oxoheneicosa-5,12,15-triene",CCCCCC=CCC=CCCCCCC=CC(=O)CC(O)COC(C)=O,Bitter,"BitterDB, ChemTasteDB"
Persin,CCCCCC=CCC=CCCCCCCCC(=O)CC(O)COC(C)=O,Bitter,"PlantMolecularTasteDB, BitterDB, ChemTasteDB"
Linolelaidic acid,CCCCCC=CCC=CCCCCCCCC(=O)O,"Bitter, Astringent, Pungent","ChemTasteDB, PhytoMolecularTasteDB, FlavorDB, PlantMolecularTasteDB"
linoleic acid ethyl ester,CCCCCC=CCC=CCCCCCCCC(=O)OCC,"Bitter, Pungent",PlantMolecularTasteDB
Glyceryl monolinoleate,CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)CO,"Bitter, Pungent","PlantMolecularTasteDB, BitterDB, ChemTasteDB"
